restaurant_id,restaurant_name,restaurant_type,Rating,num_of_ratings,avg_cost,online_order,table_booking,cuisines_type,area,local_address
6446,Shree K Foods,Quick Bites,2.8,40,300,Yes,No,"Street Food, North Indian",Sarjapur Road,Bellandur
6447,Shree Khana Khazana,Casual Dining,3.9,356,450,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR
6448,Shree Krishna Sannidhi,Quick Bites,3.4,76,450,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
6449,Shree Mahalakshmi Sweets,Sweet Shop,3.2,8,100,Yes,No,"Mithai, Street Food",Banashankari,Banashankari
6450,Shree Mandarathi Grand,Casual Dining,3.7,38,400,Yes,No,"South Indian, North Indian",Banashankari,Uttarahalli
6451,Shree Manjunatha Bar and Restaurant,Casual Dining,3.4,9,550,No,No,"North Indian, South Indian, Chinese",JP Nagar,Kanakapura Road
6452,Shree Maruthi Sweets,Sweet Shop,3.2,4,250,No,No,"Mithai, Street Food",JP Nagar,Kumaraswamy Layout
6453,Shree Mithai,Quick Bites,3.5,11,,No,No,"Desserts, Street Food, Mithai",Old Airport Road,Indiranagar
6454,Shree Muthahalli Veg,Quick Bites,4.1,840,300,Yes,No,"South Indian, North Indian, Chinese, Juices, Ice Cream","Byresandra,Tavarekere,Madiwala",HSR
6455,Shree Nandini Andhra Mess,Mess,3.3,5,150,No,No,Andhra,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6456,Shree Ranga Vilas,Casual Dining,3.2,7,500,No,No,"North Indian, South Indian, Chinese, Juices",Electronic City,Electronic City
6457,Shree Sadguru Refreshment,Quick Bites,3.2,4,400,No,No,"South Indian, Chinese",Church Street,Ulsoor
6458,Shree Sagar,Casual Dining,2.8,33,500,No,No,"North Indian, South Indian, Chinese",Basavanagudi,Jayanagar
6459,Shree Saraswathi Sweets Centre,Sweet Shop,3.6,18,100,Yes,No,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6460,Shree Thali,Mess,4,181,150,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6461,Shree Udupi Grand,Casual Dining,3.5,17,450,Yes,No,"South Indian, Chinese, North Indian",Bannerghatta Road,Kanakapura Road
6462,Shree Udupi South kitchen,Quick Bites,2.8,40,150,No,No,South Indian,Banashankari,Banashankari
6463,Shree Venkateshwara North Karnataka Hotel,Quick Bites,4,64,200,No,No,South Indian,Banashankari,Basavanagudi
6464,Shreedevi,Quick Bites,3.7,130,600,No,No,"North Indian, Andhra, Chinese",Indiranagar,Indiranagar
6465,Shreeji Restaurant,"Takeaway, Delivery",3.8,36,300,Yes,No,"North Indian, Gujarati",Brookefield,"ITPL Main Road, Whitefield"
6466,Shreya Ranna Ghar,Quick Bites,3.3,6,350,No,No,"Bengali, North Indian",Brookefield,Brookefield
6467,Shreyas Upahar & Burger Point,Quick Bites,3,7,200,Yes,No,"South Indian, Burger",Banashankari,Basavanagudi
6468,Shri Family Restaurant,Quick Bites,3.3,7,400,Yes,No,"South Indian, North Indian, Chinese, Seafood",Malleshwaram,Rajajinagar
6469,Shri Guru Raghavendra Grand Veg,Quick Bites,2.8,40,400,No,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari
6470,Shri Krishna Bhavan,Quick Bites,3.7,96,350,No,No,"South Indian, Chinese, North Indian, Street Food",Indiranagar,Thippasandra
6471,Shri Lakshami Venkateshwara Iyengar's Bakery,"Bakery, Dessert Parlor",3.5,11,250,No,No,Bakery,JP Nagar,Kumaraswamy Layout
6472,Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Quick Bites,2.8,40,500,Yes,No,"Andhra, Chinese, Biryani",Electronic City,Electronic City
6473,Shri Madhuram,Casual Dining,3.9,371,400,No,No,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",HSR
6474,Shri Ram Sweet Centre,"Quick Bites, Sweet Shop",4,160,150,No,No,"Street Food, Mithai","Byresandra,Tavarekere,Madiwala",BTM
6475,Shri Sai Ram Andhra Hotel,Quick Bites,2.8,40,300,No,No,"South Indian, North Indian",Bellandur,Bellandur
6476,Shri Udupi Cafe,Quick Bites,3.9,31,300,Yes,No,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",New BEL Road,New BEL Road
6477,Shri Vinayaka Ice N Juice,Quick Bites,3.1,12,150,No,No,"Beverages, Fast Food",Basavanagudi,Basavanagudi
6478,Shri Vishnu Grand,Casual Dining,3,139,450,Yes,No,"North Indian, South Indian, Chinese",Bellandur,Marathahalli
6479,Shringar Sweets & Snacks,"Sweet Shop, Quick Bites",3.5,11,200,Yes,No,"Mithai, South Indian, Street Food, Fast Food",Banashankari,Basavanagudi
6480,Shrinidhi Military Hotel,Quick Bites,3.3,6,300,No,No,"North Indian, Mughlai",Banashankari,Basavanagudi
6481,Shrusti Coffee,"Cafe, Quick Bites",3.7,21,150,No,No,"Cafe, South Indian",Malleshwaram,Malleshwaram
6482,Shubh Sweets,"Quick Bites, Sweet Shop",3.9,331,400,No,No,"Street Food, Mithai, Momos",HSR,HSR
6483,Shuchi Ruchi,Quick Bites,4,340,350,Yes,No,"Chinese, North Indian, Street Food",Malleshwaram,Malleshwaram
6484,Shuddh Desi Khana,Quick Bites,4,597,400,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
6485,Shudh,Delivery,4.1,87,300,Yes,No,North Indian,Bellandur,Sarjapur Road
6486,Shudh Desi Khana,Quick Bites,3.5,18,200,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6487,Shyam's Lunch Box,Quick Bites,3.2,9,300,Yes,No,"Biryani, South Indian, Chinese, North Indian",Whitefield,Whitefield
6488,Shyvan Restaurant,Casual Dining,3.6,81,500,Yes,No,"North Indian, Chinese",Basavanagudi,Shanti Nagar
6489,Sichuan,Casual Dining,4,492,800,Yes,No,"Chinese, Asian, Seafood",HSR,HSR
6490,Siddappa Hotel,Quick Bites,4.1,274,150,No,No,South Indian,Brigade Road,Richmond Road
6491,Siddharth Restaurant,Quick Bites,3.6,33,400,No,No,"North Indian, Chinese",Whitefield,Whitefield
6492,Siddiqu Kabab Center,Quick Bites,4.4,178,250,No,No,"North Indian, Rolls",Lavelle Road,Richmond Road
6493,Siddique Kabab Centre,Casual Dining,3.9,430,550,Yes,No,"Mughlai, Kebab, Chinese",Brigade Road,Frazer Town
6494,Side Street Kitchen,Quick Bites,2.8,40,400,No,No,"Kerala, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6495,Sidekicks,Quick Bites,3.4,9,450,No,No,Continental,Kalyan Nagar,Kammanahalli
6496,Sidewalk - The Garden Bar,"Bar, Casual Dining",4.4,3003,1300,Yes,Yes,"North Indian, Continental, Chinese, Thai",Marathahalli,Marathahalli
6497,Sidewalk Cafe - Nahar's Heritage Hotel,Casual Dining,3.9,134,800,No,No,"Italian, Fast Food",Brigade Road,St. Marks Road
6498,Sidewalk Cafe & Bar - The Paul Bangalore,Casual Dining,4.2,217,1500,Yes,Yes,"European, Italian, Asian",Indiranagar,Domlur
6499,Sidra Eatery,Quick Bites,3.9,28,400,Yes,No,"North Indian, Continental",Frazer Town,Kammanahalli
6500,Sigree Global Grill,"Casual Dining, Bar",4.4,1099,1400,No,Yes,"North Indian, BBQ",Kalyan Nagar,Kalyan Nagar
6501,Sihi Chocolaterie,Dessert Parlor,3.7,26,300,No,No,Desserts,Basavanagudi,Jayanagar
6502,Sikori,Quick Bites,4.2,376,350,Yes,No,"Street Food, North Indian",Kalyan Nagar,Kalyan Nagar
6503,Sila Restaurant,Casual Dining,3.8,514,750,Yes,No,"Chinese, Seafood, North Indian, Biryani, Desserts",Electronic City,Electronic City
6504,Silbatti,Casual Dining,3.9,1554,750,No,Yes,North Indian,HSR,HSR
6505,Silicon Spicy Bite & Sip,Quick Bites,2.8,40,200,No,No,"Fast Food, Beverages",Electronic City,Electronic City
6506,Silsila,Casual Dining,2.7,47,800,No,No,North Indian,Koramangala 4th Block,Koramangala 4th Block
6507,Silsila Restaurant,Casual Dining,3.7,31,600,Yes,No,"Chinese, North Indian",Bellandur,Sarjapur Road
6508,Silver Leaf - Ramee Guestline Hotels,Casual Dining,3.5,17,900,No,No,"Continental, Mughlai, North Indian, Chinese",Electronic City,Electronic City
6509,Silver Spoon,"Casual Dining, Bar",3.3,4,800,No,No,"North Indian, Chinese, Continental",Lavelle Road,Majestic
6510,Silver Spoon Restaurant,Quick Bites,3.2,55,400,Yes,No,"North Indian, Chinese, Continental",Kalyan Nagar,Hennur
6511,Silver Star,Casual Dining,3.4,9,500,No,No,"South Indian, Chinese, North Indian",Lavelle Road,Majestic
6512,Simhapuri Kitchen,Casual Dining,3.9,513,800,Yes,Yes,"Andhra, Biryani, Chinese, South Indian",Whitefield,Brookefield
6513,Simhapuri Mess,Mess,3.8,39,300,No,No,North Indian,Indiranagar,Old Airport Road
6514,Simon Says Brew Works,"Microbrewery, Casual Dining",4.5,1932,1400,No,Yes,"Continental, American, Italian, Modern Indian, Pizza, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6515,Simple Thindies,Quick Bites,3.5,8,200,No,No,South Indian,Banashankari,Banashankari
6516,Simply Indian,Casual Dining,3.9,681,800,Yes,Yes,"North Indian, Chinese, Seafood, Biryani, Mangalorean",Bannerghatta Road,Bannerghatta Road
6517,Simu?s Kitchen,"Takeaway, Delivery",3.4,6,500,No,No,"Mughlai, Desserts",Frazer Town,Frazer Town
6518,Sindh Kitchen,Casual Dining,4.2,166,1100,Yes,Yes,"North Indian, Sindhi, Seafood",Malleshwaram,Malleshwaram
6519,Sindhu Family Restaurant,Casual Dining,3.2,4,600,No,No,"North Indian, Chinese, Seafood",New BEL Road,New BEL Road
6520,Sindhuri Restaurant,Casual Dining,3.1,19,600,Yes,No,"Chinese, North Indian, Biryani",Brookefield,Marathahalli
6521,Singh Da Dhaba,Quick Bites,3.3,5,400,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
6522,Singh Punjabi Dhaba,Quick Bites,3.8,67,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
6523,Singh Saab,Casual Dining,3.7,243,850,Yes,No,North Indian,Indiranagar,Indiranagar
6524,Singh Saab Dhaba,Casual Dining,3.8,21,400,Yes,No,"Fast Food, North Indian",Malleshwaram,Malleshwaram
6525,Singh Saheb Di Rasoi,Quick Bites,3.2,10,800,Yes,No,North Indian,Bellandur,Bellandur
6526,Sintales,Cafe,3.6,44,600,Yes,No,"Cafe, Continental, Pizza, Burger, Beverages",Bellandur,Sarjapur Road
6527,Sip N Bite,Quick Bites,3.3,11,300,No,No,"Fast Food, North Indian, South Indian, Chinese",HSR,Bommanahalli
6528,Sip n Dine,Casual Dining,3.6,218,800,Yes,No,"North Indian, Chinese, South Indian",Banashankari,Vijay Nagar
6529,Siridhanya Upahara Darshini,Casual Dining,3.4,5,400,Yes,No,South Indian,Brigade Road,Frazer Town
6530,Sitaar,Casual Dining,3.8,88,800,Yes,Yes,"North Indian, Chinese",Electronic City,Electronic City
6531,Sitara Veg Restaurant,Quick Bites,3.9,417,400,Yes,No,"South Indian, North Indian, Chinese",Electronic City,Electronic City
6532,Sixth Avenue Cafe And Patisserie,"Cafe, Dessert Parlor",4.4,159,600,No,No,"Cafe, Italian, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6533,Sizzles,Casual Dining,2.8,40,800,No,No,"North Indian, Chinese, Continental",Brookefield,Whitefield
6534,Sizzling China,Food Court,2.9,23,300,Yes,No,Chinese,Malleshwaram,Malleshwaram
6535,Sizzling Pasto,"Casual Dining, Bar",4.1,99,1100,Yes,Yes,"Continental, Chinese, North Indian",Marathahalli,Marathahalli
6536,Sizzling Szechuan,Casual Dining,3.9,224,600,Yes,No,"Chinese, Thai, Seafood",Kalyan Nagar,Banaswadi
6537,Sizzling Tandoor,Food Court,3.1,5,400,No,No,"Mughlai, North Indian, Biryani",Koramangala 4th Block,Domlur
6538,Sk Grand Hotel,Casual Dining,3.2,6,400,No,No,South Indian,Basavanagudi,Jayanagar
6539,SK Tiffins Corner,Quick Bites,3.3,4,100,Yes,No,South Indian,Kalyan Nagar,Banaswadi
6540,Skanda Cafe,Quick Bites,3.5,15,400,No,No,"South Indian, Chinese, North Indian",Kalyan Nagar,Hennur
6541,Skandas Veg Restaurant,Casual Dining,3.2,22,400,No,No,"South Indian, North Indian",Brookefield,Brookefield
6542,Sketches,Quick Bites,3.5,14,350,No,No,"South Indian, Fast Food",New BEL Road,Sahakara Nagar
6543,Skoolroom,Cafe,4.3,566,700,Yes,No,"Cafe, Continental, Italian, Burger, Beverages",Brigade Road,Ulsoor
6544,SKS Veg Corner,Quick Bites,3.4,43,300,Yes,No,South Indian,New BEL Road,Sahakara Nagar
6545,SKY FOG,"Dessert Parlor, Quick Bites",3.1,6,300,No,No,"Desserts, Ice Cream, Fast Food",Old Airport Road,Thippasandra
6546,Sky Juice Corner,Beverage Shop,2.8,40,100,Yes,No,Juices,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6547,Sky Lounge Bar - Svenska Design Hotel,"Bar, Casual Dining",4,537,1500,Yes,Yes,"North Indian, Pizza, Asian, Italian",Electronic City,Electronic City
6548,SkyDeck By Sherlock's,"Pub, Casual Dining",4.2,1418,1500,No,Yes,"Continental, Chinese, Finger Food, North Indian",Brigade Road,MG Road
6549,Skyline Family Restaurant,Casual Dining,3.2,34,550,Yes,No,"North Indian, Chinese, Seafood, Mangalorean",Residency Road,Shanti Nagar
6550,Skyline Pizzeria,"Cafe, Bakery",3.9,764,600,No,No,"Cafe, Bakery, Italian",Jayanagar,JP Nagar
6551,Skylit - Citrus Hotels,Lounge,3.6,255,1500,No,Yes,"North Indian, Mughlai, Mediterranean",Bellandur,Bellandur
6552,Skytouch Le Cafe,Cafe,3.7,127,700,Yes,No,"Cafe, Italian, Desserts",Bannerghatta Road,JP Nagar
6553,Skywalk Restobar,"Casual Dining, Bar",3.3,5,700,No,No,"North Indian, South Indian",HSR,Koramangala 1st Block
6554,Skyye,Lounge,4.2,3116,2500,No,Yes,Continental,Brigade Road,Lavelle Road
6555,SL Vadapav,Quick Bites,4,78,100,Yes,No,Maharashtrian,Basavanagudi,Jayanagar
6556,Slanz Cafe,Cafe,3.6,99,500,Yes,No,"Cafe, Italian, Desserts",Malleshwaram,Basaveshwara Nagar
6557,Slate Cafe,Cafe,4.1,46,600,Yes,No,"Cafe, Sandwich, Burger",Bannerghatta Road,JP Nagar
6558,Slice of Spice,Quick Bites,3.1,4,400,No,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
6559,SlimSins Cafe,Cafe,4.1,707,850,No,No,"Cafe, Healthy Food",Basavanagudi,Jayanagar
6560,SLN Lunch Home,Quick Bites,3.9,26,100,No,No,South Indian,Brigade Road,City Market
6561,Slo' Food Co.2,Casual Dining,3.7,41,2000,No,No,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill",Indiranagar,Ulsoor
6562,Sloshed,"Pub, Casual Dining",3.9,96,1200,No,Yes,"Arabian, Chinese, Continental, North Indian, Finger Food",Rajajinagar,Basaveshwara Nagar
6563,Slounge - Lemon Tree Hotel,Lounge,3.8,76,1500,No,No,Finger Food,Electronic City,Electronic City
6564,Slounge - Lemon Tree Premier,Lounge,4,62,1500,No,No,Finger Food,Brigade Road,Ulsoor
6565,Slurpy Shakes,Beverage Shop,3.5,8,300,Yes,No,Beverages,Brookefield,Whitefield
6566,SLV Andhra Mess,Quick Bites,3.5,5,200,Yes,No,"Chinese, North Indian",Indiranagar,Domlur
6567,SLV Corner Restaurant,Casual Dining,4.1,364,550,Yes,No,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",Banashankari,Basavanagudi
6568,SLV Delite,Casual Dining,3,21,500,No,No,"South Indian, North Indian",Lavelle Road,Majestic
6569,SLV Grand,Quick Bites,3.3,57,300,Yes,No,South Indian,Brookefield,"ITPL Main Road, Whitefield"
6570,SLV Kabab Centre,Quick Bites,3.2,4,100,No,No,"Biryani, Fast Food",Bannerghatta Road,Bannerghatta Road
6571,SLV Ragigudda,Quick Bites,2.8,40,400,Yes,No,"South Indian, Indian",Basavanagudi,Jayanagar
6572,SLV Refreshment,Quick Bites,4.1,94,100,No,No,South Indian,Banashankari,Banashankari
6573,SLV Restaurant,Quick Bites,4.1,379,300,No,No,"South Indian, North Indian, Chinese",Jayanagar,JP Nagar
6574,SLV Swadishta,Quick Bites,3.8,189,300,No,No,South Indian,Banashankari,Banashankari
6575,SLV Upachar,Quick Bites,3.1,14,250,Yes,No,"South Indian, Chinese, Street Food",Banashankari,Kumaraswamy Layout
6576,SLV Upahara,Quick Bites,3.5,4,200,No,No,"South Indian, North Indian",JP Nagar,JP Nagar
6577,Sly Granny - The Community House,"Fine Dining, Bar",4.4,953,2500,No,Yes,"Modern Indian, European, American",Indiranagar,Indiranagar
6578,Smaaash,"Casual Dining, Pub",4,189,1500,No,Yes,"North Indian, Pizza, Chinese",Whitefield,Whitefield
6579,Smack,Quick Bites,,40,,No,No,Fast Food,Koramangala 6th Block,Koramangala 1st Block
6580,S'Mack,Quick Bites,3.5,9,300,Yes,No,"Rolls, Sandwich",Brookefield,Whitefield
6581,Smack Cafe,Cafe,3.3,4,400,Yes,No,Cafe,Koramangala 6th Block,Koramangala 1st Block
6582,Smacznego,Cafe,4.2,504,550,Yes,No,"Cafe, Mexican, Italian, Momos, Beverages",Banashankari,Banashankari
6583,Smally's Resto Cafe,Cafe,4,128,650,Yes,No,"Cafe, Italian, Burger, American, Steak",HSR,HSR
6584,Smise,Cafe,4,1205,650,Yes,Yes,"Cafe, Continental, Italian, Burger, Pizza","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
6585,Smoke - The Sizzler House,Casual Dining,3.3,4,900,No,No,"Continental, Chinese, Thai, BBQ, Steak",Marathahalli,Bellandur
6586,Smoke de Burger,Quick Bites,3.6,36,300,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6587,Smoke House Deli,Casual Dining,4.6,2490,1600,Yes,No,"European, Italian, Desserts, Salad, Juices, Steak",Brigade Road,Lavelle Road
6588,Smoke Oil Salt,Quick Bites,2.8,40,850,Yes,No,Arabian,Bannerghatta Road,BTM
6589,Smoke-A-Pot,"Takeaway, Delivery",3.3,10,500,Yes,No,"Biryani, Kebab, Rolls","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6590,Smokey Tribe Restaurant,Casual Dining,3.8,264,650,Yes,No,"North Eastern, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6591,Smokie Brownie,Cafe,3.2,7,600,No,No,Cafe,Church Street,Brigade Road
6592,Smokin Bites,Quick Bites,3.3,20,200,No,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road
6593,Smoodies,Beverage Shop,3.7,22,300,Yes,No,Juices,Indiranagar,Old Airport Road
6594,Smoodys,Quick Bites,3,14,350,No,No,"Fast Food, Juices",Indiranagar,Indiranagar
6595,Smoor,"Cafe, Dessert Parlor",4.2,287,700,Yes,No,"Desserts, Cafe, Continental",Malleshwaram,Malleshwaram
6596,Smooth,Dessert Parlor,2.8,40,200,No,No,"Desserts, Ice Cream",Kalyan Nagar,Kalyan Nagar
6597,Smooth Blender,Beverage Shop,3.4,7,300,Yes,No,Beverages,Bannerghatta Road,Bannerghatta Road
6598,Smoothie Hub,Beverage Shop,3.1,4,100,Yes,No,"Beverages, Sandwich","Byresandra,Tavarekere,Madiwala",BTM
6599,SMS: Stop Making Sense,Quick Bites,2.8,40,400,No,No,"Chinese, Continental, North Indian",HSR,HSR
6600,Snack House,Quick Bites,3.8,22,200,Yes,No,"Fast Food, Momos",Brigade Road,Indiranagar
6601,Snack Knack,Quick Bites,3,36,200,Yes,No,"North Indian, Chinese",Bannerghatta Road,BTM
6602,Snack Magic,Quick Bites,3.7,25,250,Yes,No,"Fast Food, Beverages",Malleshwaram,Yeshwantpur
6603,Snackiey,Quick Bites,3.5,11,250,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
6604,Snacks Bite,Quick Bites,3,9,400,Yes,No,"Fast Food, Momos",Banashankari,Kumaraswamy Layout
6605,Snacks Joint,Quick Bites,3.7,186,150,Yes,No,Fast Food,Old Airport Road,Jeevan Bhima Nagar
6606,SnacksJoint,Quick Bites,3.7,52,150,Yes,No,Fast Food,Koramangala 4th Block,Old Airport Road
6607,Snack'Ups,Quick Bites,3.5,62,250,Yes,No,Fast Food,Old Airport Road,Thippasandra
6608,Snakk That,"Quick Bites, Beverage Shop",3.9,52,250,Yes,No,"Burger, Beverages, Fast Food","Byresandra,Tavarekere,Madiwala",HSR
6609,Snaxup Restaurant,Quick Bites,3.5,31,300,No,No,"North Indian, Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",BTM
6610,Sneha Fast Food,Quick Bites,2.8,40,200,No,No,Fast Food,Kalyan Nagar,Banaswadi
6611,Snow Gola,Dessert Parlor,3.7,17,150,No,No,Desserts,Brigade Road,Brigade Road
6612,Snow Lion Tibet Kitchen,Quick Bites,3.9,263,400,No,No,"Tibetan, Asian, Thai, Chinese, Momos",New BEL Road,New BEL Road
6613,Snow'ora,Dessert Parlor,2.8,40,350,Yes,No,"Desserts, Ice Cream, Beverages",Kalyan Nagar,Kalyan Nagar
6614,Sober Turtle,Quick Bites,3.3,39,250,No,No,"Street Food, Sandwich, Beverages",Koramangala 5th Block,Koramangala 4th Block
6615,Soda Bottle Opener Wala,"Casual Dining, Irani Cafee",4.4,3651,1300,Yes,Yes,"Parsi, North Indian",Brigade Road,Lavelle Road
6616,So-Fat's Dosas,Quick Bites,3.8,43,200,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
6617,Soham Bombay Masti Magic,Quick Bites,3.6,16,150,Yes,No,Street Food,Kammanahalli,Old Madras Road
6618,Soho Bar & Grill,Pub,2.7,377,1100,No,No,"North Indian, Chinese, Thai",Banashankari,Basavanagudi
6619,Somilan Steak House,Casual Dining,4.3,524,800,No,No,"North Eastern, Asian, Naga, Steak, Momos",Brigade Road,Church Street
6620,Sona Chicken Kabab,Quick Bites,3.2,4,200,No,No,North Indian,Brigade Road,Ulsoor
6621,Sonar Bangala,Quick Bites,3.8,75,500,Yes,No,"Bengali, North Indian",Koramangala 6th Block,Koramangala 5th Block
6622,Soo Ra Sang,Casual Dining,4.1,290,1500,No,No,Korean,Indiranagar,Indiranagar
6623,SoopeRolls,"Takeaway, Delivery",3.5,11,250,No,No,"Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",BTM
6624,Sorse,Casual Dining,4,956,750,Yes,Yes,"Bengali, Seafood",Brookefield,Whitefield
6625,SOS,Quick Bites,2.8,40,300,Yes,No,"North Indian, Biryani, Chinese",Indiranagar,Indiranagar
6626,Sotally Tober,"Bar, Casual Dining",4.4,194,1200,No,Yes,"Asian, Burger, Chinese, Finger Food",Church Street,Residency Road
6627,Sotang's,Quick Bites,3.3,9,250,No,No,"North Indian, Chinese",Frazer Town,Kammanahalli
6628,Soul Cafe,Cafe,3.9,314,800,No,Yes,"Cafe, Continental, Italian",Church Street,MG Road
6629,Soul City,Casual Dining,3.8,216,2000,No,No,"Italian, Chinese, Continental, North Indian, Seafood, Thai",Lavelle Road,Lavelle Road
6630,Soul Curry Restaurant,"Casual Dining, Bar",3.6,18,600,No,No,"Andhra, Chinese, North Indian, Biryani",Electronic City,Electronic City
6631,Soul Indian Specialty - Svenska Design Hotel,Fine Dining,3.7,266,2000,Yes,Yes,"North Indian, South Indian, Asian, Italian, Continental",Electronic City,Electronic City
6632,Soul Treat,Bakery,4.3,269,750,Yes,No,"Bakery, Desserts, Healthy Food",Bellandur,Sarjapur Road
6633,Soundarya Military Hotel,Quick Bites,3.8,27,200,No,No,South Indian,Malleshwaram,Rajajinagar
6634,Soup N Grill,Casual Dining,3.5,14,600,No,No,"Chinese, North Indian",Whitefield,Whitefield
6635,Soup Station,Delivery,3.9,112,150,Yes,No,"Healthy Food, Sandwich, Salad",Indiranagar,Domlur
6636,Soup'ermanz Kitchen,Cafe,4.1,433,750,Yes,No,"Cafe, Continental, Burger",Bellandur,HSR
6637,South Grand,Casual Dining,3.4,102,400,Yes,No,"South Indian, North Indian, Chinese, Beverages",Banashankari,Uttarahalli
6638,South House,Casual Dining,3.8,97,800,Yes,No,"South Indian, Biryani",Brookefield,Brookefield
6639,South Idlis,Quick Bites,4,284,150,Yes,No,South Indian,Malleshwaram,Rajajinagar
6640,South Indian Kitchen,Quick Bites,3.3,6,300,No,No,"Asian, BBQ, South Indian, Chinese",Jayanagar,JP Nagar
6641,South Inn,Quick Bites,3.1,24,150,No,No,South Indian,Lavelle Road,Frazer Town
6642,South Kitchen,Quick Bites,4.3,275,100,Yes,No,South Indian,Banashankari,Basavanagudi
6643,South Parade - The Chancery Hotel,"Casual Dining, Bar",3.1,120,1200,No,No,"North Indian, Continental, Chinese",Brigade Road,Lavelle Road
6644,South Point Pub,Bar,3.4,11,800,Yes,No,"North Indian, Seafood, Chinese",Banashankari,Basavanagudi
6645,South Ruchis,Casual Dining,3.9,358,850,Yes,No,"North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar
6646,South Ruchis Square,Casual Dining,4.3,1033,850,Yes,Yes,"North Indian, South Indian, Chinese",Malleshwaram,Race Course Road
6647,South Saviruchi,Quick Bites,3.3,7,250,No,No,South Indian,New BEL Road,Jalahalli
6648,South Side,Quick Bites,3.3,6,250,No,No,"South Indian, Beverages","Byresandra,Tavarekere,Madiwala",BTM
6649,South Side Grill,Casual Dining,3.5,14,600,Yes,No,"Mughlai, North Indian, Andhra","Byresandra,Tavarekere,Madiwala",HSR
6650,South Spicy Bites,Casual Dining,3.7,67,500,Yes,No,"North Indian, Chinese",Malleshwaram,Basaveshwara Nagar
6651,South Spicy Bites Express,Quick Bites,3.8,30,400,Yes,No,"Seafood, Chinese, South Indian",New BEL Road,Sahakara Nagar
6652,South Tiffins,Quick Bites,3.5,144,150,Yes,No,South Indian,Koramangala 6th Block,HSR
6653,South Treat,Food Court,3.4,4,400,Yes,No,South Indian,Brookefield,Whitefield
6654,Southease,Delivery,3.5,7,400,Yes,No,South Indian,Old Airport Road,Jeevan Bhima Nagar
6655,Southern Spice,Casual Dining,2.6,382,800,Yes,No,"North Indian, Chinese, Biryani, Andhra",Whitefield,Whitefield
6656,Southindies,Casual Dining,4,1230,800,No,Yes,"South Indian, Chettinad, Kerala, Sri Lankan",Old Airport Road,Indiranagar
6657,Southinn,Quick Bites,3.1,40,250,Yes,No,"South Indian, Fast Food, Chinese, North Indian, Street Food",Sarjapur Road,Sarjapur Road
6658,Spar Refresh,Food Court,3.4,5,300,No,No,"North Indian, South Indian, Pizza",Bannerghatta Road,Bannerghatta Road
6659,Special Biriyani,Quick Bites,2.9,4,300,No,No,"North Indian, Biryani",Jayanagar,JP Nagar
6660,Specialist Restaurant,Quick Bites,3.1,9,400,No,No,"North Indian, South Indian, Chinese",Kalyan Nagar,Kalyan Nagar
6661,Speedbreaker,Quick Bites,3.4,14,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
6662,Speedy Chow,Casual Dining,3.5,6,600,Yes,No,Chinese,Marathahalli,Marathahalli
6663,Spellbound,Quick Bites,3.3,4,400,Yes,No,"Street Food, Burger, Beverages, Fast Food, Sandwich, Finger Food",Brookefield,Whitefield
6664,Sphyre - Gateway Hotel,Lounge,3.6,43,1700,No,No,Finger Food,Brigade Road,Residency Road
6665,Spice,"Casual Dining, Bar",3.3,4,1500,No,No,"Andhra, Chinese, North Indian",Electronic City,Electronic City
