restaurant_id,restaurant_name,restaurant_type,Rating,num_of_ratings,avg_cost,online_order,table_booking,cuisines_type,area,local_address
5224,Neer Dosa Fish Land,Casual Dining,3.6,39,600,No,No,"Seafood, Mangalorean","Byresandra,Tavarekere,Madiwala",BTM
5225,Neer Dose Fish Land,Quick Bites,3.5,8,250,No,No,"South Indian, North Indian, Seafood",Indiranagar,Domlur
5226,Neethus Kitchen & Restaurant,Quick Bites,2.9,11,400,No,No,"North Indian, Chinese, South Indian",Rajajinagar,Majestic
5227,Neetu's Kitchen,"Takeaway, Delivery",3.8,21,350,No,No,"Bengali, North Indian",Bellandur,Bellandur
5228,Neffy's - Cakes & More,Bakery,3.5,24,300,No,No,Bakery,Indiranagar,Indiranagar
5229,Nellore Abhiruchi,Quick Bites,3.3,7,300,Yes,No,"Biryani, South Indian",HSR,HSR
5230,Nellore Bhojanam,Quick Bites,3.1,175,250,Yes,No,Andhra,Bannerghatta Road,Bannerghatta Road
5231,Nellore Dosa Camp,Quick Bites,3.3,5,70,No,No,"Andhra, South Indian","Byresandra,Tavarekere,Madiwala",BTM
5232,Nellore Mess & Tiffens,Mess,3,17,200,No,No,"South Indian, Andhra",Whitefield,Whitefield
5233,Nellore Ruchulu,Casual Dining,3.7,30,800,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road
5234,Nesara Mullti - Cuisine Family Dining & Garden...,Casual Dining,2.7,61,800,Yes,No,"North Indian, Chinese, South Indian, Beverages",Malleshwaram,Malleshwaram
5235,Nevermind - Bar & Social,"Bar, Casual Dining",4.4,221,2000,No,Yes,"Continental, Asian, Modern Indian",Old Airport Road,Indiranagar
5236,New A1 Chicken Biryani Point,Quick Bites,3.1,6,300,No,No,Biryani,Brigade Road,Shivajinagar
5237,New Aastha,Quick Bites,3.6,34,250,Yes,No,"North Indian, Chinese",Electronic City,Electronic City
5238,New Agarwal Bhavan,"Quick Bites, Sweet Shop",4.1,253,400,Yes,No,"North Indian, Chinese, Street Food, Mithai",Malleshwaram,Yeshwantpur
5239,New Alameen Restaurant,Quick Bites,3.4,23,300,Yes,No,"Kerala, North Indian, Chinese",Indiranagar,Ulsoor
5240,New Ambur Biryani,Quick Bites,2.8,40,300,No,No,"Biryani, Kebab",Brookefield,Brookefield
5241,New Ambur Dum Biryani,Quick Bites,3.2,7,200,No,No,"Biryani, Kebab",HSR,Koramangala 1st Block
5242,New Ambur Hot Dum Biryani,Quick Bites,3,8,300,No,No,Biryani,Brookefield,Brookefield
5243,New Andhra Chimney,Casual Dining,3.1,71,700,No,No,"Andhra, North Indian, Biryani",Whitefield,Whitefield
5244,New Andhra House,Casual Dining,3.7,522,450,Yes,No,"Andhra, Biryani, Chinese, North Indian",Electronic City,Electronic City
5245,New Andhra Spice,Casual Dining,3.6,22,600,Yes,No,Andhra,"Byresandra,Tavarekere,Madiwala",BTM
5246,New Aroma,Quick Bites,3.3,4,250,No,No,Chinese,Marathahalli,Marathahalli
5247,New Arya Bhavan,Quick Bites,3.1,23,300,No,No,"Street Food, Beverages, North Indian",Brigade Road,MG Road
5248,New Banashankari Donne Biryani,Quick Bites,3.5,12,300,No,No,"Biryani, North Indian",Basavanagudi,Basavanagudi
5249,New Biriyani Darbar,Casual Dining,3.6,68,450,Yes,No,"Biryani, South Indian, North Indian, Chinese",Frazer Town,RT Nagar
5250,New Biryani Mane,Casual Dining,3.7,128,450,Yes,No,"North Indian, Chinese, Biryani, South Indian",Banashankari,Uttarahalli
5251,New Bombay Vada Pav,Quick Bites,3.4,61,150,No,No,Fast Food,Malleshwaram,Rajajinagar
5252,New Chickpete Donne Biryani,Quick Bites,3.1,6,300,Yes,No,Biryani,Malleshwaram,Yeshwantpur
5253,New Cool Joint,Quick Bites,3.5,23,150,Yes,No,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",Bellandur,Sarjapur Road
5254,New Curries & Spice Restaurant,Quick Bites,2.9,7,200,Yes,No,South Indian,New BEL Road,New BEL Road
5255,New Delhi Dharbaar,Quick Bites,2.8,40,300,No,No,North Indian,New BEL Road,New BEL Road
5256,New Delicacy,Casual Dining,3.7,86,500,Yes,No,"Chinese, Thai, Momos",HSR,HSR
5257,New Farm Fresh,Quick Bites,3.6,34,650,No,No,"Italian, Pizza","Byresandra,Tavarekere,Madiwala",BTM
5258,New Fishland,Quick Bites,3.9,39,400,No,No,"Seafood, Chinese, North Indian, South Indian",Malleshwaram,Malleshwaram
5259,New Food Magic,Casual Dining,3.2,153,450,Yes,No,"Andhra, Chinese, North Indian, South Indian",Electronic City,Electronic City
5260,New Friends,Casual Dining,3.8,273,900,Yes,No,"North Indian, Continental, Chinese, Steak","Byresandra,Tavarekere,Madiwala",BTM
5261,New Golden Emperor,Quick Bites,3.7,229,400,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram,Yeshwantpur
5262,New Gongura Grand,Casual Dining,3.9,368,550,Yes,No,"Andhra, Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR
5263,New Gongura's,Casual Dining,3.7,43,550,Yes,No,"Andhra, Biryani, North Indian, Chinese",Bannerghatta Road,BTM
5264,New Gowda's Fried Chicken,Quick Bites,3.3,12,300,Yes,No,Biryani,Banashankari,Banashankari
5265,New Grand Restaurant,Casual Dining,3.1,11,500,Yes,No,"North Indian, South Indian, Biryani","Byresandra,Tavarekere,Madiwala",BTM
5266,New Green Leaf Restaurant,Casual Dining,3.6,42,600,No,No,"Kerala, North Indian, Chinese, South Indian",Electronic City,Electronic City
5267,New Hilal Restaurant,Casual Dining,4,108,550,No,No,"North Indian, Chinese",Brigade Road,Shivajinagar
5268,New Hotel Prashanth,Quick Bites,3.1,8,300,No,No,"Fast Food, Andhra",Electronic City,Electronic City
5269,New Imperial Restaurant,Casual Dining,3.7,39,450,No,No,"North Indian, Chinese",Banashankari,Banashankari
5270,New Indraprasta,Quick Bites,2.8,40,150,No,No,"South Indian, Beverages",Banashankari,Banashankari
5271,New Juice It Up,Quick Bites,2.8,40,200,No,No,"Juices, Fast Food",Marathahalli,Marathahalli
5272,New Kabab Plaza,Casual Dining,2.8,40,300,No,No,"Biryani, North Indian",Bannerghatta Road,BTM
5273,New Kabab Zone,Casual Dining,2.9,51,500,Yes,No,"North Indian, Chinese",JP Nagar,JP Nagar
5274,New Kadai,Casual Dining,3.4,23,550,Yes,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar
5275,New Kairali Restaurant,Quick Bites,3.7,93,400,Yes,No,"Kerala, South Indian",Frazer Town,Kammanahalli
5276,New Karavali Restaurant,Casual Dining,3.3,5,450,Yes,No,"North Indian, Seafood, Mangalorean",Malleshwaram,Yeshwantpur
5277,New Karawali Lunch Home,Quick Bites,3.5,20,350,Yes,No,Mangalorean,Bannerghatta Road,Bannerghatta Road
5278,New Khaayaal's Restaurant,Quick Bites,3,106,500,No,No,"North Indian, Chinese, Rolls",Old Airport Road,CV Raman Nagar
5279,New Kohinoor Hotel,Casual Dining,3.1,11,450,No,No,North Indian,Residency Road,Commercial Street
5280,New Krishna Bhavan,Quick Bites,4.2,600,200,No,No,"South Indian, North Indian, Chinese",Malleshwaram,Malleshwaram
5281,New Krishna Sagar,Casual Dining,4,51,400,Yes,No,"North Indian, Chinese, South Indian, Street Food",Kalyan Nagar,HBR Layout
5282,New Kudla Family Resturant,Quick Bites,3.2,4,450,Yes,No,"North Indian, Chinese",Brigade Road,MG Road
5283,New Leaf Restaurant,Casual Dining,3.7,58,1500,Yes,Yes,Chinese,Indiranagar,Indiranagar
5284,New Limra Hotel,Quick Bites,3.3,5,200,No,No,"South Indian, Biryani, Fast Food",Koramangala 7th Block,BTM
5285,New Madhuram,Quick Bites,3.4,7,250,No,No,"Andhra, Biryani",Marathahalli,Marathahalli
5286,New Mahesh Friends Food Corner,Quick Bites,3.2,44,300,Yes,No,"North Indian, Chinese",Bannerghatta Road,BTM
5287,New Mangalore Lunch Home,Quick Bites,3.3,7,200,No,No,"Mangalorean, South Indian, North Indian",Banashankari,Banashankari
5288,New Mathura Grand,Quick Bites,3.2,4,300,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic
5289,New Milestone Restaurant,Casual Dining,3.4,6,700,Yes,No,North Indian,Marathahalli,Marathahalli
5290,New Modern Hotel,Quick Bites,4.2,280,150,No,No,South Indian,Basavanagudi,Basavanagudi
5291,New Mogul Empire,Quick Bites,3.3,6,300,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",JP Nagar
5292,New Oottupura Restaurant,Quick Bites,3.5,224,300,Yes,No,Kerala,Malleshwaram,New BEL Road
5293,New Paratha Corner,Quick Bites,3.9,175,350,Yes,No,North Indian,Brookefield,Whitefield
5294,New Peking,Casual Dining,4,386,700,Yes,No,"Chinese, Malaysian",Kammanahalli,Kammanahalli
5295,New Pepper Pot,Quick Bites,2.8,40,400,Yes,No,"North Indian, Chinese",Marathahalli,Marathahalli
5296,New Prashanth Hotel,Casual Dining,2.9,34,750,No,No,"South Indian, Biryani, Chinese, North Indian",Banashankari,Basavanagudi
5297,New Prashanth Naati Style,Casual Dining,3.8,29,400,No,No,"South Indian, Biryani",Brigade Road,Cunningham Road
5298,New Prashantha Naati Corner,Quick Bites,3.3,6,400,No,No,South Indian,Rajajinagar,Rajajinagar
5299,New Prashanthi Donne Biryani,Quick Bites,3.2,6,300,No,No,Biryani,Kammanahalli,Frazer Town
5300,New Punjabi Dhaba,Quick Bites,3.9,782,300,Yes,No,"North Indian, Chinese",Bellandur,HSR
5301,New Punjabi Food Corner,Casual Dining,3.7,70,500,Yes,No,"North Indian, Chinese",Electronic City,Electronic City
5302,New Punjabi Hotel,Quick Bites,3.2,393,400,Yes,No,"North Indian, Chinese",Indiranagar,Old Airport Road
5303,New Punjabi Pure Veg Restaurant,Quick Bites,3.1,151,450,Yes,No,"North Indian, Chinese",New BEL Road,Sahakara Nagar
5304,New Punjabi Tasty Khana,Quick Bites,3,176,400,Yes,No,"North Indian, Biryani, Chinese",Whitefield,Whitefield
5305,New Punjabi Veg Restaurant,Quick Bites,2.9,112,400,Yes,No,"North Indian, Chinese",Kalyan Nagar,Nagawara
5306,New Quality Dum Biryani,Quick Bites,3.1,9,200,No,No,Biryani,Banashankari,Banashankari
5307,New Rajadhani Spicy,Casual Dining,3.7,67,700,Yes,No,North Indian,Banashankari,Kumaraswamy Layout
5308,New Rajalakshmi Sweets,Sweet Shop,3.3,6,300,Yes,No,Mithai,Brookefield,Whitefield
5309,New Roll Centre,Quick Bites,3.3,7,150,No,No,"Fast Food, Rolls",Indiranagar,Indiranagar
5310,New Royal Paris Restaurant,Quick Bites,3.4,13,300,No,No,"Chinese, Kerala, North Indian",Indiranagar,Old Airport Road
5311,New Royal Treat,Quick Bites,2.8,102,350,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
5312,New Sagar Fast Food,Quick Bites,3.4,13,250,Yes,No,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur
5313,New Salem Spices,Casual Dining,3.5,50,600,No,No,"South Indian, Chettinad, Chinese",Kalyan Nagar,Banaswadi
5314,New Samrat Restaurant,Casual Dining,4.1,62,450,No,No,"North Indian, South Indian, Chinese",Malleshwaram,Seshadripuram
5315,New Savi Sagar,Quick Bites,3.3,4,200,Yes,No,"South Indian, North Indian, Chinese, Street Food",Rajajinagar,Magadi Road
5316,New Select Hotel,Quick Bites,3.4,5,200,No,No,South Indian,Brigade Road,Richmond Road
5317,New Shanthi Sagar,Casual Dining,2.7,39,550,No,No,"South Indian, North Indian, Chinese, Beverages",Malleshwaram,Sadashiv Nagar
5318,New Shetty Lunch Bhavan,Quick Bites,2.8,40,300,No,No,"South Indian, Mangalorean","Byresandra,Tavarekere,Madiwala",BTM
5319,New Shetty Lunch Home,Quick Bites,3.3,6,400,No,No,"Mangalorean, Seafood, South Indian",Malleshwaram,Rajajinagar
5320,New South Corner,Quick Bites,3.7,20,300,Yes,No,"South Indian, North Indian, Chinese",Bannerghatta Road,BTM
5321,New Students Corner,Quick Bites,3.6,17,150,No,No,Fast Food,JP Nagar,Kumaraswamy Layout
5322,NEW SUNRISE RESTAURANTS,Casual Dining,2.7,39,500,No,No,"North Indian, Chinese, Biryani",Jayanagar,JP Nagar
5323,New Surya Sweets & Snacks,Sweet Shop,3.2,5,350,No,No,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",BTM
5324,New Taj,Quick Bites,3.2,118,300,Yes,No,"North Indian, Chinese",Lavelle Road,Ulsoor
5325,New Taj Biryani Centre,Quick Bites,2.8,40,300,No,No,Biryani,Kalyan Nagar,Kalyan Nagar
5326,New Taj Darbar,Quick Bites,3.1,6,300,No,No,"South Indian, Chinese, North Indian",Whitefield,Whitefield
5327,New Tandoor,Casual Dining,3.5,293,550,Yes,No,"North Indian, Chinese, Mughlai, Rolls",Old Airport Road,CV Raman Nagar
5328,New Tandoor Fusion,Quick Bites,3.1,4,350,Yes,No,"North Indian, Chinese",Marathahalli,Kaggadasapura
5329,New Tandoori Point,Casual Dining,2.4,56,600,Yes,No,"North Indian, Chinese",Brookefield,Marathahalli
5330,New Tasty Cafeteria,Quick Bites,3.8,376,500,Yes,No,"North Indian, Chinese, Arabian, Rolls, Juices","Byresandra,Tavarekere,Madiwala",BTM
5331,New Udupi Anand Bhavan,Quick Bites,3.4,5,150,No,No,South Indian,Lavelle Road,Basavanagudi
5332,New Udupi Delicacy,Quick Bites,3.7,70,300,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Whitefield
5333,New Udupi Dharshini,Quick Bites,2.8,40,150,No,No,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
5334,New Udupi Fresh Juice Centre,Quick Bites,3.4,9,200,No,No,"Juices, Desserts, Fast Food",Indiranagar,CV Raman Nagar
5335,New Udupi Garden,Quick Bites,3.6,14,300,No,No,"South Indian, North Indian, Chinese",Indiranagar,Old Airport Road
5336,New Udupi Grand,Quick Bites,3.3,5,200,No,No,"North Indian, South Indian, Chinese",Kammanahalli,HBR Layout
5337,New Udupi Grand Hotel,Quick Bites,3.2,5,250,No,No,"South Indian, North Indian, Chinese",Rajajinagar,Magadi Road
5338,New Udupi Palace,Quick Bites,3.8,70,350,Yes,No,"South Indian, North Indian, Chinese, Street Food",Electronic City,Electronic City
5339,New Udupi Park,Casual Dining,3,11,400,No,No,"South Indian, North Indian, Chinese",Kalyan Nagar,Banaswadi
5340,New Udupi Park Deluxe,Quick Bites,3.6,77,400,No,No,"South Indian, North Indian, Chinese",Kalyan Nagar,Hennur
5341,New Udupi Shubh Sagar,Quick Bites,2.8,40,400,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Whitefield
5342,New Udupi Upahar,Quick Bites,2.8,40,300,No,No,"South Indian, North Indian, Chinese",Brigade Road,Richmond Road
5343,New Udupi Upahara,Quick Bites,3.6,84,200,No,No,"Chinese, North Indian, South Indian",Kalyan Nagar,Kalyan Nagar
5344,New York Burrito,Quick Bites,3.1,7,400,No,No,Mexican,Kalyan Nagar,Banaswadi
5345,NGV Fast Food,Quick Bites,3.5,8,250,No,No,"North Indian, Fast Food",Koramangala 4th Block,Koramangala 6th Block
5346,NH-1,Delivery,3.8,376,600,Yes,No,North Indian,Bellandur,Bellandur
5347,NH7 Refuel,Quick Bites,3.4,18,400,Yes,No,"North Indian, Chinese, Biryani",Lavelle Road,Ulsoor
5348,NH7 Resto Pub,"Casual Dining, Pub",3.3,6,1400,No,No,"Andhra, Chinese, Continental",Electronic City,Electronic City
5349,NH8,Casual Dining,4.1,471,800,Yes,Yes,Rajasthani,Brookefield,Whitefield
5350,Nieghbourhood Cafe,Casual Dining,3.7,39,750,No,No,"Pizza, Italian, Chinese, North Indian",Whitefield,Whitefield
5351,Night Bell,Delivery,3.1,53,450,No,No,"Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",South Bangalore
5352,Night Biryani,"Takeaway, Delivery",3.2,20,600,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",BTM
5353,Night Booze,"Casual Dining, Bar",3.2,8,600,No,No,"North Indian, Fast Food",Indiranagar,Thippasandra
5354,Night Cafe,"Takeaway, Delivery",3,44,350,No,No,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",BTM
5355,Night Diaries,Quick Bites,3.1,16,300,No,No,North Indian,Marathahalli,Whitefield
5356,Night Food Delivery,Delivery,2.9,21,500,Yes,No,"Burger, Rolls, Sandwich, North Indian",Indiranagar,Indiranagar
5357,Night Food Joint,Delivery,2.8,295,500,Yes,No,"North Indian, Chinese",Brookefield,Marathahalli
5358,Night Fox,"Takeaway, Delivery",3.2,22,500,Yes,No,"South Indian, North Indian, Chinese",HSR,Bommanahalli
5359,Night Hunger,Delivery,3.1,6,350,No,No,North Indian,Bannerghatta Road,JP Nagar
5360,Night Panda,Delivery,3.8,196,500,No,No,"Fast Food, Chinese, North Indian, American",HSR,Koramangala 1st Block
5361,Night Restro,Delivery,3.1,223,500,Yes,No,"North Indian, Chinese",Basavanagudi,BTM
5362,Night Spoon,Delivery,2.4,45,400,No,No,"Fast Food, Street Food, North Indian, Biryani",Koramangala 5th Block,Koramangala 5th Block
5363,Nightfork,Delivery,3.7,125,500,No,No,"Chinese, Biryani, Pizza, Italian, North Indian",Koramangala 6th Block,Koramangala 6th Block
5364,NightOwl,"Takeaway, Delivery",2.7,31,400,No,No,North Indian,Electronic City,Electronic City
5365,Nihas Hyderabadi Biryani,Quick Bites,3.2,17,300,Yes,No,"Andhra, Chinese, North Indian, South Indian",Kalyan Nagar,Nagawara
5366,Niice Cream,Dessert Parlor,3.8,38,400,No,No,"Ice Cream, Beverages, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
5367,Nikhil's Food Court,Quick Bites,2.8,40,300,Yes,No,"South Indian, North Indian, Chinese, Fast Food",Brookefield,Brookefield
5368,Nikki's,Casual Dining,3.1,43,600,Yes,No,"Chinese, North Indian",Malleshwaram,Sadashiv Nagar
5369,Nila Cafe,Quick Bites,3.6,16,400,No,No,"Kerala, South Indian",HSR,Bommanahalli
5370,Nile Garden Restaurant,Casual Dining,2.6,33,500,Yes,No,"North Indian, Fast Food, Chinese, Beverages","Byresandra,Tavarekere,Madiwala",BTM
5371,Nilu Ki Rasoi,Quick Bites,3.7,37,250,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
5372,Nimma Mane,Quick Bites,3.2,7,350,No,No,Biryani,Lavelle Road,Seshadripuram
5373,Nine2twelve,Quick Bites,2.8,40,300,No,No,South Indian,Kalyan Nagar,Kalyan Nagar
5374,Ningi Family Restaurant,Quick Bites,3.5,10,400,No,No,"South Indian, Biryani, Chinese",Bannerghatta Road,JP Nagar
5375,Nirala's Home Kitchen,Delivery,2.8,40,300,No,No,"Bihari, North Indian",Brookefield,Marathahalli
5376,Nirvana Bar - Manipal County,Bar,3.3,6,1000,No,No,Finger Food,Electronic City,Electronic City
5377,Nisarga,Casual Dining,3.6,110,500,Yes,No,"Andhra, North Indian, Chinese",Rajajinagar,Basaveshwara Nagar
5378,Nisarga Garden,Quick Bites,4,89,300,No,No,"South Indian, Chinese, Street Food, Juices",Brigade Road,Infantry Road
5379,Nisarga Garden Restaurant,Quick Bites,3.4,51,350,No,No,"South Indian, Chinese, Desserts, Beverages",Banashankari,Basavanagudi
5380,Nisarga Restaurant,Quick Bites,3.3,6,350,No,No,"Mangalorean, Chinese, North Indian, Seafood",Lavelle Road,Majestic
5381,NISO Chinese Restaurant,Quick Bites,3.9,36,350,No,No,"Chinese, Momos",Whitefield,KR Puram
5382,Nite Out,Delivery,3.5,6,500,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Marathahalli
5383,Nitehunger,"Takeaway, Delivery",2.6,119,500,Yes,No,"North Indian, Chinese",Brookefield,Marathahalli
5384,Nithyothsav - Hotel Ramanashree,Casual Dining,3,31,1000,No,No,"North Indian, Chinese",Brigade Road,MG Road
5385,Nizaam's Kaati Rolls & Kebabs,Quick Bites,3.7,110,450,Yes,No,"Street Food, North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar
5386,Nizam's Biryani House,Casual Dining,2.8,40,700,Yes,No,"Hyderabadi, Biryani",Old Airport Road,Old Airport Road
5387,NMR Multicuisine Restaurant,Casual Dining,3.6,9,550,Yes,No,"North Indian, Chinese, Arabian, Juices",Electronic City,Electronic City
5388,No 10 Fort Cochin,Casual Dining,2.8,40,800,No,No,"South Indian, Seafood, Kerala, Biryani",Brigade Road,Residency Road
5389,No More Hungry,Quick Bites,3.3,214,450,Yes,No,North Indian,Indiranagar,Jeevan Bhima Nagar
5390,NOC Cafe & Catering,Quick Bites,3.2,7,400,Yes,No,"North Indian, Fast Food",Malleshwaram,New BEL Road
5391,Noibidya,Quick Bites,3.5,44,400,No,No,"North Indian, Bengali",Brookefield,Marathahalli
5392,NoLimmits Lounge and Club,Club,4,2096,2000,Yes,Yes,"Chinese, Continental, North Indian, Burger, Pizza",Indiranagar,Brigade Road
5393,Nomadic Tandoor,Cafe,3.7,168,700,Yes,No,"Cafe, North Indian, Chinese, Continental",Malleshwaram,New BEL Road
5394,Nonveg Dreams,Delivery,2.8,40,400,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
5395,Noodle Bar,Casual Dining,4,1070,1400,No,Yes,"Chinese, Momos",Whitefield,Whitefield
5396,Noodle Panda,Casual Dining,4.3,336,800,Yes,No,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
5397,Noodles,Casual Dining,3.8,98,500,Yes,No,"Chinese, Momos",Kalyan Nagar,Banaswadi
5398,Nook - Aloft Bengaluru Cessna Business Park,Casual Dining,4.2,411,1800,No,Yes,"North Indian, Continental, Asian",Whitefield,Bellandur
5399,Noon's,Quick Bites,4.2,161,300,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",HSR
5400,Norsha Caffe,Cafe,3.3,6,400,No,No,Cafe,Lavelle Road,Commercial Street
5401,North Indian And Bengali Mess,Mess,3.7,34,300,No,No,"North Indian, Bengali","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
5402,North Indian Bhukkads,Quick Bites,4,202,450,Yes,Yes,"North Indian, Biryani, Chinese, Street Food",Kalyan Nagar,Nagawara
5403,North Indian Hotel,Quick Bites,3.4,11,200,No,No,North Indian,Lavelle Road,Shivajinagar
5404,North Indian Kitchen,Takeaway,3.2,13,,No,No,North Indian,Bellandur,HSR
5405,North Indian Meals,"Takeaway, Delivery",3.2,5,300,No,No,North Indian,Jayanagar,JP Nagar
5406,North Indian Tadka,Quick Bites,3,6,200,No,No,"Chinese, North Indian",Old Airport Road,Ejipura
5407,North Indies,Quick Bites,3.8,25,450,Yes,No,North Indian,Marathahalli,Kaggadasapura
5408,North Met South,Casual Dining,2.8,40,800,No,No,"North Indian, South Indian",Bellandur,Sarjapur Road
5409,North Rasoe,Casual Dining,3.1,5,500,Yes,No,"North Indian, Chinese, Biryani, Kebab",Banashankari,Kumaraswamy Layout
5410,North Se South Veg & Non-Veg Restaurants,Quick Bites,3.6,17,250,Yes,No,"South Indian, North Indian, Chinese",Frazer Town,Banaswadi
5411,North Wale Restaurant,Casual Dining,2.9,115,800,No,No,"North Indian, Chinese",Brookefield,Brookefield
5412,Northam's Pizza.Pita,Quick Bites,4.1,671,450,Yes,No,"Italian, Pizza",HSR,HSR
5413,Northern Bites,Casual Dining,3.2,51,400,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bannerghatta Road
5414,Northern Gate- Gateway Hotel,Casual Dining,3.9,40,1900,No,Yes,North Indian,Brigade Road,Residency Road
5415,Northern Route,Quick Bites,4.1,159,300,Yes,No,"North Indian, Street Food",Brigade Road,St. Marks Road
5416,Northway Cuisine,Quick Bites,2.8,40,350,No,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
5417,Northwind,Casual Dining,3.9,83,650,No,No,"Biryani, Chinese, North Indian, Mangalorean",Malleshwaram,Seshadripuram
5418,Nossa Goa,Casual Dining,4.1,292,1000,Yes,Yes,"Goan, Seafood, Konkan, Desserts",Indiranagar,Richmond Road
5419,Nostradamus Bar & Lounge,Bar,3.6,14,1500,No,No,"North Indian, South Indian, Chinese, Continental",Brigade Road,Cunningham Road
5420,Not Just Parathas,Quick Bites,3.8,170,500,Yes,No,"North Indian, Chinese",Marathahalli,Kaggadasapura
5421,Not Just Waffles,Dessert Parlor,4.1,120,400,Yes,No,"Desserts, Ice Cream",Brookefield,Brookefield
5422,Notebook Food Court,Quick Bites,4,220,300,Yes,No,"Chinese, North Indian, Rolls",Electronic City,Electronic City
5423,Nourich,Casual Dining,2.8,40,800,No,Yes,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",Bannerghatta Road,JP Nagar
5424,Nouvelle Garden,Casual Dining,3.7,202,900,No,No,"North Indian, Continental, Italian","Byresandra,Tavarekere,Madiwala",JP Nagar
5425,Now Momos,Quick Bites,3.4,11,200,No,No,"Chinese, Fast Food, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
5426,NTR Cafe,Quick Bites,2.9,4,100,Yes,No,"Chinese, Fast Food",Frazer Town,Kammanahalli
5427,nu.tree,Delivery,4.3,300,400,Yes,No,"North Indian, Healthy Food, Beverages",Sarjapur Road,Sarjapur Road
5428,Nukkad,Casual Dining,3,106,500,Yes,No,"North Indian, Chinese",Bellandur,Bellandur
5429,Nukkad Box,Quick Bites,3.7,25,400,No,No,"North Indian, Fast Food, Desserts, Beverages",Marathahalli,Marathahalli
5430,NutBerry,"Dessert Parlor, Beverage Shop",3.7,34,150,Yes,No,"Beverages, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala",HSR
5431,Nutri Fit,"Takeaway, Delivery",2.8,40,300,No,No,Healthy Food,Bannerghatta Road,JP Nagar
5432,Nutri Rich,Quick Bites,3.8,53,350,Yes,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
5433,NutriFit,Quick Bites,2.8,40,200,Yes,No,Healthy Food,Indiranagar,Indiranagar
5434,Nutripress,Beverage Shop,3.3,4,200,Yes,No,Juices,Koramangala 4th Block,Koramangala 8th Block
5435,Nutrition on Wheels,"Takeaway, Delivery",2.9,23,300,No,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",BTM
5436,Nuts Over Salads Cafe,Cafe,4.4,197,800,Yes,Yes,"Cafe, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
5437,Nutty Affair,Quick Bites,3.7,25,350,Yes,No,Desserts,Bellandur,HSR
5438,Nutty Squirrel,Kiosk,3.8,72,300,Yes,No,"Ice Cream, Desserts",Bellandur,Bellandur
5439,NV Naidu Hotel,Quick Bites,3.9,36,250,No,No,Biryani,Basavanagudi,City Market
5440,NV Patisserie,"Takeaway, Delivery",3.6,10,350,No,No,"Desserts, Bakery",Koramangala 4th Block,Koramangala 1st Block
5441,NY Pizza & Waffles,Quick Bites,3.1,273,400,Yes,No,"Pizza, Desserts",Electronic City,Electronic City
5442,NY Pizza And Waffles,Quick Bites,2.8,40,300,Yes,No,"Pizza, Fast Food",Bellandur,Sarjapur Road
5443,NY8LIFE,Delivery,3.2,4,300,No,No,"North Indian, Rolls, Biryani","Byresandra,Tavarekere,Madiwala",BTM
5444,NYS Kitchen,Quick Bites,3.6,25,500,No,No,"North Indian, Chinese",Whitefield,Whitefield
5445,O.G. Variar & Sons,Bakery,4.8,1156,200,No,No,"Bakery, Desserts",Malleshwaram,Rajajinagar
